customer_id,risk_segment,churn,churn_binary,contract_type,monthly_charges,tenure_months,support_tickets,sessions_per_week
CUST07423,Medium Risk,No,0,Month-to-month,59.48,61,0,1.7
CUST07424,Critical Risk,No,0,Month-to-month,97.87,21,3,2.6
CUST07425,Medium Risk,No,0,One year,103.31,68,0,1.1
CUST07426,Low Risk,No,0,One year,64.35,12,2,8.9
CUST07427,Medium Risk,No,0,Month-to-month,78.28,22,1,2.4
CUST07428,High Risk,Yes,1,Month-to-month,72.46,20,1,1.4
CUST07429,Medium Risk,No,0,Two year,113.8,1,1,4.0
CUST07430,High Risk,No,0,Month-to-month,92.0,30,1,1.3
CUST07431,High Risk,No,0,Month-to-month,112.38,24,0,0.1
CUST07432,High Risk,Yes,1,Month-to-month,40.44,14,2,0.1
CUST07433,Critical Risk,Yes,1,Month-to-month,49.64,36,3,1.1
CUST07434,High Risk,Yes,1,Month-to-month,25.23,69,1,0.5
CUST07435,High Risk,No,0,Two year,68.99,24,3,1.3
CUST07436,Low Risk,No,0,Two year,107.14,60,0,4.4
CUST07437,High Risk,Yes,1,Month-to-month,51.34,55,0,1.1
CUST07438,High Risk,Yes,1,Month-to-month,31.08,24,3,2.5
CUST07439,Low Risk,No,0,One year,24.98,24,0,7.6
CUST07440,Low Risk,No,0,Two year,63.65,54,0,3.6
CUST07441,Medium Risk,No,0,Month-to-month,34.73,26,1,2.5
CUST07442,Medium Risk,No,0,Month-to-month,53.3,66,1,6.1
CUST07443,High Risk,No,0,One year,101.64,38,4,1.2
CUST07444,High Risk,No,0,Month-to-month,57.17,65,0,0.7
CUST07445,High Risk,No,0,Month-to-month,80.21,51,0,4.1
CUST07446,High Risk,No,0,Month-to-month,69.22,35,0,0.2
CUST07447,High Risk,Yes,1,Month-to-month,91.29,43,2,1.7
CUST07448,High Risk,No,0,Month-to-month,33.93,29,2,1.0
CUST07449,Low Risk,No,0,Two year,111.88,37,1,10.7
CUST07450,Medium Risk,No,0,One year,83.65,58,0,1.4
CUST07451,Medium Risk,No,0,Month-to-month,45.64,54,0,3.3
CUST07452,High Risk,No,0,Month-to-month,30.57,39,2,0.9
CUST07453,Medium Risk,No,0,Month-to-month,33.27,42,1,12.3
CUST07454,High Risk,No,0,One year,97.83,28,4,0.6
CUST07455,Medium Risk,No,0,Month-to-month,77.99,29,1,7.1
CUST07456,Low Risk,No,0,Two year,56.84,43,2,1.8
CUST07457,High Risk,No,0,Month-to-month,51.96,3,2,1.7
CUST07458,Low Risk,No,0,One year,105.29,10,0,3.6
CUST07459,Critical Risk,No,0,Month-to-month,107.23,59,3,0.3
CUST07460,Low Risk,No,0,Two year,77.29,14,1,2.4
CUST07461,High Risk,No,0,Month-to-month,71.5,47,2,0.7
CUST07462,Critical Risk,No,0,Month-to-month,101.28,42,4,0.5
CUST07463,High Risk,No,0,Month-to-month,94.43,32,2,6.3
CUST07464,Medium Risk,No,0,Month-to-month,58.83,32,1,17.7
CUST07465,High Risk,Yes,1,Month-to-month,26.44,42,3,10.6
CUST07466,High Risk,No,0,One year,96.39,32,4,5.2
CUST07467,High Risk,No,0,Month-to-month,35.21,26,3,7.6
CUST07468,High Risk,No,0,Month-to-month,19.67,1,2,7.7
CUST07469,High Risk,No,0,Two year,104.02,56,3,0.6
CUST07470,Critical Risk,No,0,Month-to-month,76.98,2,0,0.3
CUST07471,Medium Risk,No,0,One year,108.95,30,0,0.4
CUST07472,Medium Risk,No,0,Two year,67.43,71,0,0.5
CUST07473,Low Risk,No,0,Two year,112.5,52,0,5.2
CUST07474,Medium Risk,No,0,Month-to-month,54.11,9,2,8.5
CUST07475,Medium Risk,No,0,One year,91.9,22,0,1.3
CUST07476,High Risk,No,0,Month-to-month,48.7,34,2,0.1
CUST07477,High Risk,No,0,Month-to-month,18.12,49,2,1.1
CUST07478,High Risk,No,0,Month-to-month,56.73,1,2,3.7
CUST07479,High Risk,Yes,1,One year,93.25,53,3,8.6
CUST07480,Medium Risk,No,0,Month-to-month,33.3,40,2,1.8
CUST07481,High Risk,Yes,1,Month-to-month,69.49,45,2,1.2
CUST07482,Medium Risk,No,0,Month-to-month,39.66,68,0,3.2
CUST07483,High Risk,No,0,Month-to-month,25.61,9,1,0.7
CUST07484,Low Risk,No,0,One year,80.98,22,2,4.4
CUST07485,Low Risk,Yes,1,One year,115.1,18,2,1.6
CUST07486,Medium Risk,No,0,Month-to-month,49.69,43,1,11.4
CUST07487,Low Risk,No,0,Two year,77.23,39,1,8.2
CUST07488,High Risk,No,0,Month-to-month,115.27,6,2,3.3
CUST07489,High Risk,No,0,Month-to-month,84.35,48,2,3.1
CUST07490,High Risk,Yes,1,Month-to-month,86.66,7,2,0.4
CUST07491,High Risk,No,0,Month-to-month,36.25,69,2,1.0
CUST07492,High Risk,No,0,Month-to-month,68.25,16,3,5.9
CUST07493,Critical Risk,Yes,1,One year,55.44,1,3,1.4
CUST07494,Low Risk,No,0,One year,66.04,37,2,1.7
CUST07495,High Risk,No,0,Month-to-month,99.68,37,1,5.5
CUST07496,Medium Risk,Yes,1,Month-to-month,64.99,64,1,1.7
CUST07497,Medium Risk,No,0,Two year,24.41,62,3,5.7
CUST07498,High Risk,Yes,1,Month-to-month,110.37,61,1,0.2
CUST07499,Medium Risk,No,0,Month-to-month,73.57,33,1,3.5
CUST07500,Critical Risk,Yes,1,Month-to-month,112.3,66,3,0.2
CUST07501,Medium Risk,No,0,Month-to-month,76.38,30,1,4.7
CUST07502,Medium Risk,No,0,Month-to-month,25.1,20,0,2.4
CUST07503,Low Risk,No,0,One year,74.39,60,1,2.4
CUST07504,High Risk,Yes,1,Month-to-month,76.73,24,2,1.4
CUST07505,Critical Risk,No,0,Month-to-month,39.86,4,3,7.0
CUST07506,Low Risk,No,0,One year,66.04,37,0,2.1
CUST07507,High Risk,No,0,One year,64.86,4,2,0.9
CUST07508,High Risk,No,0,Month-to-month,81.53,18,1,5.2
CUST07509,Medium Risk,No,0,Month-to-month,44.48,66,1,8.9
CUST07510,High Risk,Yes,1,Month-to-month,77.34,48,1,0.8
CUST07511,High Risk,Yes,1,Month-to-month,42.58,33,3,2.8
CUST07512,Medium Risk,No,0,Month-to-month,63.54,58,1,2.7
CUST07513,Medium Risk,No,0,Month-to-month,30.52,28,1,2.8
CUST07514,Low Risk,No,0,One year,21.8,35,0,2.5
CUST07515,Medium Risk,No,0,One year,50.7,10,2,0.3
CUST07516,Medium Risk,No,0,Month-to-month,46.01,65,1,1.6
CUST07517,High Risk,No,0,Month-to-month,59.51,42,3,12.7
CUST07518,High Risk,Yes,1,Month-to-month,116.12,9,2,0.3
CUST07519,High Risk,Yes,1,Month-to-month,71.27,60,3,3.3
CUST07520,Low Risk,No,0,One year,74.42,15,2,6.7
CUST07521,High Risk,Yes,1,Month-to-month,114.04,57,0,0.7
CUST07522,Low Risk,No,0,Two year,111.96,69,2,4.9
CUST07523,High Risk,No,0,One year,108.18,22,5,0.8
CUST07524,Critical Risk,Yes,1,Month-to-month,28.0,64,3,0.1
CUST07525,Low Risk,No,0,Two year,82.7,41,2,2.2
CUST07526,Low Risk,No,0,One year,100.43,71,1,3.7
CUST07527,High Risk,Yes,1,Two year,103.23,56,3,0.7
CUST07528,High Risk,Yes,1,Month-to-month,76.95,23,0,0.2
CUST07529,Low Risk,No,0,One year,19.78,25,1,2.4
CUST07530,High Risk,No,0,Two year,117.32,6,1,0.5
CUST07531,Medium Risk,No,0,One year,66.16,34,0,0.6
CUST07532,Low Risk,No,0,Two year,58.15,63,0,3.6
CUST07533,Low Risk,No,0,Two year,58.28,9,1,2.8
CUST07534,Low Risk,No,0,One year,61.26,60,2,8.8
CUST07535,High Risk,No,0,Month-to-month,42.7,49,2,1.2
CUST07536,Medium Risk,No,0,Two year,51.39,51,1,0.7
CUST07537,Low Risk,No,0,One year,118.51,60,1,3.2
CUST07538,Medium Risk,No,0,Month-to-month,55.55,70,2,10.7
CUST07539,Medium Risk,No,0,Month-to-month,71.73,37,2,2.4
CUST07540,Medium Risk,No,0,Two year,104.53,31,1,1.0
CUST07541,Low Risk,No,0,One year,71.8,41,0,7.2
CUST07542,High Risk,No,0,Month-to-month,51.09,62,3,2.8
CUST07543,High Risk,Yes,1,One year,71.42,58,3,0.7
CUST07544,Low Risk,No,0,Two year,29.64,14,2,9.0
CUST07545,Medium Risk,No,0,One year,31.26,36,0,1.0
CUST07546,High Risk,Yes,1,Month-to-month,88.8,36,2,6.9
CUST07547,Low Risk,No,0,One year,111.58,8,1,2.9
CUST07548,Critical Risk,Yes,1,Month-to-month,92.02,26,3,2.1
CUST07549,Medium Risk,No,0,One year,25.61,36,2,1.2
CUST07550,Medium Risk,No,0,One year,59.1,48,2,0.4
CUST07551,High Risk,Yes,1,Month-to-month,18.26,28,1,0.8
CUST07552,Medium Risk,No,0,One year,70.14,68,1,1.2
CUST07553,High Risk,No,0,Month-to-month,37.71,62,1,1.0
CUST07554,Critical Risk,Yes,1,Month-to-month,106.55,51,4,0.2
CUST07555,Medium Risk,No,0,Month-to-month,28.64,42,2,2.6
CUST07556,Medium Risk,No,0,Two year,18.15,29,3,1.9
CUST07557,Medium Risk,No,0,One year,64.02,10,1,0.3
CUST07558,Low Risk,No,0,Two year,33.85,39,1,1.9
CUST07559,Critical Risk,Yes,1,Month-to-month,93.27,1,0,0.2
CUST07560,Critical Risk,No,0,Month-to-month,111.83,39,3,8.0
CUST07561,Critical Risk,No,0,Month-to-month,22.28,21,3,0.9
CUST07562,Low Risk,No,0,One year,58.35,65,1,3.9
CUST07563,Medium Risk,Yes,1,One year,119.68,15,2,0.9
CUST07564,Critical Risk,No,0,Month-to-month,92.73,4,3,1.9
CUST07565,Low Risk,No,0,One year,115.23,60,2,8.1
CUST07566,Medium Risk,Yes,1,Month-to-month,34.74,61,2,6.2
CUST07567,Medium Risk,No,0,One year,40.58,20,3,4.5
CUST07568,Low Risk,No,0,Two year,33.79,10,1,4.7
CUST07569,Medium Risk,No,0,Month-to-month,48.84,34,2,5.2
CUST07570,Low Risk,No,0,One year,91.89,48,1,4.1
CUST07571,Low Risk,No,0,One year,34.82,33,2,6.8
CUST07572,Medium Risk,No,0,Two year,71.47,61,2,1.3
CUST07573,High Risk,No,0,Month-to-month,45.46,10,3,2.2
CUST07574,High Risk,No,0,Month-to-month,102.58,54,0,3.1
CUST07575,Critical Risk,No,0,Month-to-month,18.67,65,3,0.7
CUST07576,Critical Risk,Yes,1,Month-to-month,40.76,1,3,2.1
CUST07577,Critical Risk,No,0,Month-to-month,79.73,5,0,0.4
CUST07578,Medium Risk,No,0,Month-to-month,27.86,15,2,2.8
CUST07579,High Risk,Yes,1,Month-to-month,65.56,28,1,0.3
CUST07580,Low Risk,No,0,One year,62.49,23,0,2.1
CUST07581,Low Risk,No,0,Two year,104.96,17,2,1.9
CUST07582,High Risk,No,0,Month-to-month,81.79,13,1,0.4
CUST07583,Low Risk,No,0,Two year,83.25,14,2,1.7
CUST07584,Critical Risk,No,0,Month-to-month,115.08,11,3,3.4
CUST07585,High Risk,No,0,Month-to-month,118.2,28,1,2.7
CUST07586,Low Risk,No,0,Two year,84.65,42,1,1.8
CUST07587,High Risk,No,0,Two year,71.24,61,3,1.4
CUST07588,Medium Risk,No,0,One year,80.01,64,0,0.2
CUST07589,Low Risk,No,0,Two year,57.01,31,2,9.4
CUST07590,High Risk,No,0,Month-to-month,118.72,10,0,1.5
CUST07591,High Risk,No,0,Month-to-month,89.91,8,2,1.6
CUST07592,High Risk,No,0,Two year,47.68,21,4,0.4
CUST07593,Medium Risk,No,0,Month-to-month,23.89,59,0,2.3
CUST07594,Low Risk,No,0,Two year,22.56,50,1,11.6
CUST07595,High Risk,No,0,Month-to-month,38.9,69,1,0.9
CUST07596,Medium Risk,No,0,One year,41.76,70,0,1.1
CUST07597,Medium Risk,No,0,Two year,60.33,30,0,0.8
CUST07598,Low Risk,No,0,Two year,39.91,17,1,6.0
CUST07599,Low Risk,No,0,Two year,82.35,20,1,1.9
CUST07600,Medium Risk,No,0,Month-to-month,39.55,48,1,5.2
CUST07601,High Risk,No,0,Month-to-month,37.16,2,1,5.7
CUST07602,Low Risk,No,0,Two year,66.07,37,1,4.1
CUST07603,Critical Risk,No,0,Month-to-month,108.64,1,2,0.9
CUST07604,Critical Risk,Yes,1,One year,65.77,4,3,0.1
CUST07605,Critical Risk,No,0,Month-to-month,60.21,54,3,0.5
CUST07606,Medium Risk,No,0,Month-to-month,76.97,25,2,3.6
CUST07607,High Risk,No,0,Month-to-month,44.24,3,2,4.0
CUST07608,High Risk,No,0,Month-to-month,54.05,9,3,4.4
CUST07609,Medium Risk,No,0,One year,39.81,34,1,0.8
CUST07610,Medium Risk,No,0,Two year,76.32,43,2,0.5
CUST07611,Low Risk,No,0,One year,89.13,22,0,7.7
CUST07612,Critical Risk,No,0,Month-to-month,86.72,70,3,3.3
CUST07613,Critical Risk,No,0,Month-to-month,43.99,2,4,4.1
CUST07614,High Risk,No,0,Two year,97.52,66,3,0.3
CUST07615,Medium Risk,No,0,Month-to-month,44.11,32,1,1.6
CUST07616,Medium Risk,No,0,One year,33.33,16,1,0.2
CUST07617,High Risk,No,0,Month-to-month,53.68,1,0,3.2
CUST07618,Medium Risk,No,0,Two year,78.97,48,3,2.0
CUST07619,High Risk,Yes,1,Month-to-month,32.48,50,3,1.8
CUST07620,High Risk,Yes,1,Month-to-month,84.1,13,2,7.0
CUST07621,High Risk,No,0,Month-to-month,106.03,15,2,4.0
CUST07622,Low Risk,No,0,Two year,47.9,53,1,10.0
CUST07623,Medium Risk,No,0,Two year,63.92,44,1,0.1
CUST07624,Medium Risk,No,0,Month-to-month,41.29,8,1,2.9
CUST07625,High Risk,No,0,Month-to-month,54.85,46,4,3.0
CUST07626,Medium Risk,No,0,Two year,20.24,69,2,0.1
CUST07627,Low Risk,No,0,Two year,115.28,19,1,4.6
CUST07628,High Risk,No,0,Month-to-month,60.42,38,1,0.5
CUST07629,Low Risk,No,0,One year,98.46,11,0,3.6
CUST07630,Medium Risk,No,0,Two year,32.55,43,0,0.1
CUST07631,Low Risk,No,0,One year,100.86,20,0,2.9
CUST07632,High Risk,Yes,1,Month-to-month,105.74,20,1,2.2
CUST07633,High Risk,Yes,1,Month-to-month,90.98,21,2,2.0
CUST07634,High Risk,No,0,One year,110.13,57,3,1.4
CUST07635,Low Risk,No,0,Two year,35.05,50,1,1.6
CUST07636,Medium Risk,No,0,One year,66.6,26,3,1.9
CUST07637,High Risk,No,0,Month-to-month,81.25,30,2,1.1
CUST07638,Medium Risk,No,0,Month-to-month,78.81,31,2,8.2
CUST07639,Low Risk,No,0,Two year,105.83,42,0,10.1
CUST07640,High Risk,Yes,1,Month-to-month,40.0,68,0,1.1
CUST07641,Low Risk,No,0,One year,35.92,61,1,4.5
CUST07642,Medium Risk,No,0,Month-to-month,43.84,61,1,4.2
CUST07643,High Risk,No,0,Month-to-month,108.94,70,0,6.3
CUST07644,Medium Risk,No,0,One year,113.98,68,0,0.1
CUST07645,High Risk,No,0,Month-to-month,76.1,17,0,1.2
CUST07646,High Risk,Yes,1,Month-to-month,69.14,19,1,0.5
CUST07647,Low Risk,No,0,Two year,79.75,51,2,1.5
CUST07648,High Risk,No,0,Month-to-month,80.86,70,0,2.6
CUST07649,Medium Risk,No,0,Month-to-month,35.37,63,1,7.2
CUST07650,High Risk,No,0,Month-to-month,88.01,30,1,5.5
CUST07651,Medium Risk,No,0,Month-to-month,64.14,25,1,2.1
CUST07652,High Risk,No,0,Month-to-month,70.77,71,2,0.1
CUST07653,Critical Risk,Yes,1,Month-to-month,21.09,26,3,1.1
CUST07654,High Risk,Yes,1,Month-to-month,95.98,56,2,0.3
CUST07655,High Risk,No,0,Month-to-month,103.21,22,2,3.2
CUST07656,High Risk,Yes,1,Month-to-month,81.18,19,0,3.6
CUST07657,High Risk,No,0,Month-to-month,94.37,31,0,3.1
CUST07658,High Risk,No,0,Month-to-month,71.32,26,0,1.0
CUST07659,Low Risk,No,0,One year,81.07,42,0,7.6
CUST07660,Medium Risk,No,0,Month-to-month,58.25,41,0,2.7
CUST07661,High Risk,Yes,1,Month-to-month,98.77,23,1,2.7
CUST07662,Low Risk,No,0,One year,65.76,47,1,5.1
CUST07663,Medium Risk,No,0,Two year,87.38,13,2,0.2
CUST07664,Critical Risk,Yes,1,Month-to-month,81.39,66,5,0.7
CUST07665,High Risk,No,0,Month-to-month,89.64,66,2,2.7
CUST07666,High Risk,Yes,1,Month-to-month,98.09,16,0,2.8
CUST07667,Medium Risk,No,0,Month-to-month,70.3,28,0,1.9
CUST07668,High Risk,Yes,1,Month-to-month,100.93,35,2,4.5
CUST07669,High Risk,Yes,1,Month-to-month,68.72,41,0,1.3
CUST07670,Medium Risk,No,0,One year,115.58,31,0,0.1
CUST07671,High Risk,No,0,Month-to-month,94.77,32,0,1.2
CUST07672,Medium Risk,Yes,1,Month-to-month,35.46,54,0,10.1
CUST07673,Low Risk,No,0,One year,102.62,59,1,4.5
CUST07674,Medium Risk,No,0,One year,74.26,41,1,1.1
CUST07675,High Risk,Yes,1,Month-to-month,118.42,66,2,0.8
CUST07676,High Risk,Yes,1,Month-to-month,91.32,54,1,5.0
CUST07677,High Risk,Yes,1,Month-to-month,26.61,40,0,0.7
CUST07678,Medium Risk,Yes,1,Month-to-month,58.29,28,2,2.6
CUST07679,Medium Risk,No,0,Month-to-month,70.76,37,0,2.1
CUST07680,High Risk,No,0,Month-to-month,103.58,65,2,1.6
CUST07681,Low Risk,No,0,One year,92.39,55,1,1.7
CUST07682,Medium Risk,No,0,Two year,55.67,4,2,3.6
CUST07683,Critical Risk,Yes,1,Month-to-month,84.65,10,5,0.3
CUST07684,Medium Risk,No,0,Month-to-month,76.84,47,1,1.5
CUST07685,High Risk,No,0,Month-to-month,30.86,14,3,10.4
CUST07686,Medium Risk,No,0,Month-to-month,41.96,38,1,4.5
CUST07687,Medium Risk,No,0,One year,52.79,12,0,0.1
CUST07688,Low Risk,No,0,Two year,37.94,45,1,1.8
CUST07689,Medium Risk,No,0,Two year,33.31,17,1,0.4
CUST07690,Medium Risk,No,0,One year,23.94,35,4,2.0
CUST07691,High Risk,No,0,Month-to-month,107.06,66,1,0.3
CUST07692,Medium Risk,No,0,One year,47.47,41,3,1.5
CUST07693,Low Risk,No,0,One year,47.61,67,0,2.4
CUST07694,High Risk,No,0,Month-to-month,39.04,29,1,1.4
CUST07695,Medium Risk,No,0,Month-to-month,66.49,18,1,
CUST07696,Medium Risk,Yes,1,Month-to-month,70.45,20,0,12.6
CUST07697,High Risk,No,0,One year,39.24,14,3,0.8
CUST07698,High Risk,No,0,Month-to-month,80.07,34,1,2.5
CUST07699,High Risk,No,0,Two year,91.75,49,3,1.9
CUST07700,Medium Risk,No,0,Month-to-month,56.13,54,1,5.0
CUST07701,High Risk,No,0,Month-to-month,77.72,31,1,1.1
CUST07702,High Risk,No,0,Month-to-month,69.23,58,3,3.0
CUST07703,Medium Risk,Yes,1,Month-to-month,37.95,42,1,3.5
CUST07704,High Risk,No,0,Month-to-month,92.46,58,1,11.1
CUST07705,Medium Risk,No,0,Two year,99.75,30,1,0.5
CUST07706,Critical Risk,No,0,Month-to-month,84.18,25,4,19.1
CUST07707,High Risk,Yes,1,Month-to-month,51.04,63,4,3.8
CUST07708,High Risk,No,0,Month-to-month,112.53,19,1,1.8
CUST07709,High Risk,No,0,Month-to-month,64.45,8,2,0.9
CUST07710,High Risk,No,0,One year,45.12,3,4,3.0
CUST07711,High Risk,No,0,Month-to-month,59.64,67,1,0.5
CUST07712,Low Risk,No,0,One year,88.59,17,0,8.8
CUST07713,Medium Risk,Yes,1,One year,104.29,14,0,0.6
CUST07714,Medium Risk,No,0,Month-to-month,54.37,9,0,4.5
CUST07715,Critical Risk,No,0,Month-to-month,41.73,62,3,1.3
CUST07716,Medium Risk,No,0,One year,81.9,21,1,0.7
CUST07717,High Risk,No,0,Month-to-month,111.96,37,0,5.0
CUST07718,Medium Risk,No,0,Month-to-month,36.7,11,1,6.6
CUST07719,Medium Risk,No,0,Two year,99.91,20,2,0.1
CUST07720,Low Risk,No,0,One year,66.61,35,1,11.0
CUST07721,High Risk,Yes,1,Month-to-month,99.55,53,1,1.6
CUST07722,High Risk,No,0,Month-to-month,69.57,47,0,0.3
CUST07723,Low Risk,No,0,One year,56.49,52,0,1.8
CUST07724,High Risk,No,0,Month-to-month,89.07,8,2,0.4
CUST07725,Critical Risk,No,0,Month-to-month,109.86,4,1,0.9
CUST07726,Medium Risk,Yes,1,Month-to-month,50.67,27,1,2.4
CUST07727,Medium Risk,No,0,Two year,65.0,44,1,1.3
CUST07728,High Risk,No,0,Month-to-month,41.4,40,1,0.8
CUST07729,High Risk,No,0,Month-to-month,36.71,47,1,0.7
CUST07730,High Risk,No,0,Month-to-month,97.34,44,2,3.0
CUST07731,Medium Risk,No,0,Month-to-month,38.47,48,1,7.2
CUST07732,Critical Risk,Yes,1,Month-to-month,98.92,52,4,0.2
CUST07733,Medium Risk,No,0,Two year,61.78,68,2,0.8
CUST07734,High Risk,No,0,Month-to-month,119.49,11,1,3.3
CUST07735,Critical Risk,No,0,Month-to-month,38.13,4,3,13.1
CUST07736,Medium Risk,No,0,Month-to-month,27.48,48,0,3.4
CUST07737,Critical Risk,Yes,1,Month-to-month,25.69,26,5,0.2
CUST07738,High Risk,No,0,Month-to-month,103.21,39,1,0.6
CUST07739,High Risk,Yes,1,Month-to-month,62.65,58,1,1.3
CUST07740,High Risk,No,0,Month-to-month,18.32,19,1,0.5
CUST07741,High Risk,No,0,Month-to-month,107.23,58,1,0.6
CUST07742,Medium Risk,Yes,1,One year,107.45,28,2,1.0
CUST07743,High Risk,No,0,Month-to-month,100.25,66,1,1.4
CUST07744,High Risk,Yes,1,Month-to-month,43.33,10,3,1.5
CUST07745,Low Risk,No,0,Two year,56.02,58,2,2.1
CUST07746,Low Risk,No,0,Two year,93.98,14,2,7.9
CUST07747,Low Risk,No,0,One year,67.91,15,1,15.0
CUST07748,Critical Risk,No,0,Month-to-month,33.69,33,3,0.1
CUST07749,Medium Risk,Yes,1,Month-to-month,42.77,17,1,2.0
CUST07750,Low Risk,No,0,Two year,117.2,24,2,4.2
CUST07751,Medium Risk,No,0,Two year,33.4,30,0,0.2
CUST07752,High Risk,No,0,Month-to-month,92.06,62,1,8.5
CUST07753,High Risk,No,0,Month-to-month,66.76,13,3,8.3
CUST07754,High Risk,No,0,Month-to-month,94.36,62,0,0.7
CUST07755,Critical Risk,No,0,Month-to-month,85.43,47,4,4.6
CUST07756,Medium Risk,No,0,Month-to-month,62.8,16,0,2.6
CUST07757,High Risk,No,0,Month-to-month,54.1,66,0,0.1
CUST07758,Critical Risk,Yes,1,Month-to-month,94.94,43,5,1.1
CUST07759,High Risk,No,0,Month-to-month,50.96,8,5,
CUST07760,High Risk,No,0,Two year,98.35,3,3,6.4
CUST07761,High Risk,Yes,1,One year,87.34,12,3,6.8
CUST07762,Critical Risk,Yes,1,Month-to-month,76.92,16,4,0.1
CUST07763,Medium Risk,No,0,Month-to-month,55.62,59,0,4.1
CUST07764,High Risk,Yes,1,Month-to-month,38.92,49,2,0.4
CUST07765,Low Risk,No,0,One year,90.46,63,2,4.7
CUST07766,Medium Risk,No,0,Month-to-month,27.32,62,1,5.6
CUST07767,High Risk,No,0,One year,117.0,49,4,0.2
CUST07768,High Risk,Yes,1,Month-to-month,117.83,51,0,1.2
CUST07769,High Risk,No,0,Month-to-month,31.28,33,0,1.4
CUST07770,Medium Risk,No,0,Month-to-month,28.6,30,0,9.3
CUST07771,Medium Risk,No,0,Two year,60.1,59,0,1.4
CUST07772,Critical Risk,No,0,Month-to-month,116.3,15,3,0.9
CUST07773,Low Risk,No,0,Two year,58.83,23,2,2.9
CUST07774,Critical Risk,No,0,Month-to-month,55.11,45,5,0.5
CUST07775,High Risk,No,0,Month-to-month,89.77,62,1,2.9
CUST07776,Low Risk,No,0,One year,36.23,71,2,1.8
CUST07777,Medium Risk,No,0,One year,55.06,15,3,3.9
CUST07778,Medium Risk,No,0,Month-to-month,47.71,46,1,2.6
CUST07779,High Risk,Yes,1,Month-to-month,79.36,64,1,0.6
CUST07780,Low Risk,No,0,One year,34.6,46,0,8.3
CUST07781,Medium Risk,No,0,Month-to-month,73.97,56,2,1.8
CUST07782,Critical Risk,Yes,1,Month-to-month,105.47,44,4,4.1
CUST07783,Medium Risk,No,0,Month-to-month,70.45,29,0,2.3
CUST07784,Critical Risk,Yes,1,Month-to-month,87.72,62,3,6.0
CUST07785,High Risk,No,0,One year,25.68,52,3,1.2
CUST07786,Medium Risk,Yes,1,Month-to-month,63.8,54,2,3.1
CUST07787,High Risk,No,0,Month-to-month,27.68,57,0,0.2
CUST07788,High Risk,No,0,Month-to-month,79.15,66,1,0.2
CUST07789,High Risk,No,0,Month-to-month,46.67,22,5,5.6
CUST07790,Low Risk,No,0,Two year,47.3,20,0,5.1
CUST07791,Medium Risk,No,0,Two year,25.83,33,1,1.3
CUST07792,Medium Risk,No,0,Month-to-month,49.64,25,1,3.4
CUST07793,High Risk,Yes,1,Month-to-month,69.68,46,5,5.3
CUST07794,High Risk,Yes,1,Month-to-month,77.64,57,0,0.5
CUST07795,Medium Risk,No,0,Two year,24.8,5,1,12.5
CUST07796,High Risk,Yes,1,Month-to-month,84.45,55,0,6.5
CUST07797,High Risk,No,0,Month-to-month,67.87,61,4,3.5
CUST07798,Low Risk,No,0,Two year,72.76,8,2,2.4
CUST07799,Low Risk,No,0,One year,102.95,16,2,6.8
CUST07800,Medium Risk,No,0,Month-to-month,52.91,48,2,4.0
CUST07801,Medium Risk,No,0,Month-to-month,35.75,61,0,2.6
CUST07802,Medium Risk,No,0,One year,74.28,15,3,6.7
CUST07803,High Risk,No,0,Month-to-month,114.39,65,0,0.7
CUST07804,High Risk,Yes,1,Month-to-month,70.82,22,1,0.8
CUST07805,High Risk,No,0,Month-to-month,102.86,3,1,8.0
CUST07806,Medium Risk,Yes,1,Two year,95.22,54,0,0.2
CUST07807,High Risk,No,0,Month-to-month,70.87,14,0,0.1
CUST07808,High Risk,No,0,Month-to-month,84.05,36,1,4.7
CUST07809,Medium Risk,No,0,One year,59.48,67,4,1.6
CUST07810,Medium Risk,Yes,1,Month-to-month,72.12,10,1,7.4
CUST07811,High Risk,No,0,Month-to-month,69.74,49,1,1.1
CUST07812,Medium Risk,No,0,Two year,90.33,65,1,1.0
CUST07813,Medium Risk,No,0,Month-to-month,59.82,57,0,9.5
CUST07814,Low Risk,No,0,Two year,28.18,27,1,2.4
CUST07815,High Risk,No,0,Two year,98.45,5,4,2.9
CUST07816,Low Risk,No,0,One year,87.86,71,1,6.9
CUST07817,Medium Risk,No,0,Two year,114.91,57,2,1.4
CUST07818,High Risk,Yes,1,Month-to-month,61.73,15,1,0.9
CUST07819,High Risk,Yes,1,Month-to-month,25.98,30,4,2.5
CUST07820,High Risk,No,0,Month-to-month,30.41,20,3,1.6
CUST07821,Medium Risk,No,0,Two year,96.88,37,2,0.5
CUST07822,Critical Risk,No,0,Month-to-month,24.91,3,2,0.4
CUST07823,High Risk,No,0,Month-to-month,110.6,41,2,3.9
CUST07824,Medium Risk,No,0,One year,46.73,39,2,0.1
CUST07825,High Risk,Yes,1,Month-to-month,109.69,26,1,2.2
CUST07826,High Risk,No,0,One year,96.9,2,2,1.2
CUST07827,Medium Risk,Yes,1,One year,106.86,23,1,0.5
CUST07828,Low Risk,No,0,Two year,39.83,23,1,6.6
CUST07829,Low Risk,No,0,One year,78.76,16,2,4.0
CUST07830,Medium Risk,No,0,Month-to-month,27.55,9,1,4.4
CUST07831,Low Risk,No,0,One year,38.63,13,2,1.7
CUST07832,Medium Risk,No,0,Month-to-month,49.61,28,2,3.1
